content,score
Biaya pengiriman kalo bisa dikurangi lagi,2
Seharusnya langsung potongan otomatis biyaya parkir/TOL di aplikasi biar ga ribet. atara si penumpang atau driver.,3
"Ribet skarang mau daftar nya, musingin bangettt sumpah",1
Aplikasi nya malah jadi bikin nunggu lama asli cape bgt abis plng sklh,1
Mengapa ya Gojek di Medan kalau hujan gerimis apalagi deras susah cari driver?,3
"Makin lama makin aneh aja ini gojek udh 2 x pesan gofood kok lama dan telat mulu, hampir 1 jam lebih aku nungguinnya, gk sesuai dengan sistemnya ah hapus aja ini apk.",1
Gofood nya terlalu mahal,3
daridulu gabisa² upgrade,3
"Yang terhormat developer gojek, saya mengalami masalah tentan menu goinvestasi. Didalam menu goinvestasi, menu atau ikonnya tidak berfungsi. Terimakasih",1
Gajelas beli pulsa aja lewat aplikasi axis gopaylatter di blockir,1
"Halo gojek, tolong donk perbaiki nama alamat di map, alamatnya tidak sesuai... Terima kasih...",2
Saat Mau Daftar Selalu Ada Keterangan Tidak Ada Internet.,1
force close terus,2
"Ini kenapa yah min ,akun gojek saya gk bisa ? Padahal sudah ganti pin ,kok masih salah yah? Mohon penjelasan nya min",2
fitur bantuan pada aplikasi gojek sangat tidak membantu bagi konsumen yang komplain mengenai saldonya yang hilang,1
"Saat ingin mesan tiket di Gotix, tiba-tiba kota tujuan (Banjarmasin) tidak ada di pencarian. Padahal sebelumnya ada. Ada apa dengan mu aplikasi Gojek??? Tolong dong perbaiki aplikasi nya.",2
Saya pernah dapat curhatan dari driver katanya gojek pelayanan untuk drivernya burukk.. margin terlalu tipis daripada grab.. saya biasanya kalo naik kayak gini saya lebihin,3
"Ketika update gopay plus, nama di profil langsung jadi nama gopay. Padahal nama nya tidak sesuai dengan ktp, ketika ingin di rubah nama nya sesuai dengan ktp, agar tidak ada kekeliruan, ketika ingin top up gopay melalui mobile banking,agar nama nya sesuai dengan identitas di ktp. Malah gak bisa. Sudah bikin laporan lewat email maupun lewat bantuan di aplikasi malah lama balasan nya....",1
"Masa udah 2 bulan ga nempel voucher gofood ,",1
"Ini akun kenapa yah, pas di buka akun gue ke banned, katanya mencurigakan, saldo msh ada 75rb... Gw update bisa kebuka tp gk bisa pesan makanan.. uang gw sendiri tp gk bisa di pake, parah nih gojek... Unintall aja.. app gk guna.",1
"Tidak bisa bayar Gopaylter,sudah saya laporkan di menu bantuan,versi aplikasi terbaru,sinyal saya mantap,tapi masih belum bisa dan belum ada tidak lanjut,lapor di bantuan sudah berkali-kali tapi semuanya cuma bilang log out dan log in lagi aplikasi,pastikan aplikasi versi terbaru,apa emang sengaja ya biar saya bayar denda kerlambatan,",1
Plyanan kurang bauk,1
"Kenapa ya saya baru ngeranjangin makanan tiba"" Kepesan dan tidak bisa di batalkan dan sudah menghubungi CS nya juga tetap tidak bisa dibatalkan",1
Gk bisa upgrade ke gopay plus cuma karena foto ktp(botak) sama foto selfie(udah tumbuh rambut) beda,1
Apaan kalo ujan ada driver dekat malah gk disambungin udah nunggu setwngah jam gk dapet dapet,1
"UNTUK SEMENTARA SAYA BERIKAN RATING BINTANG 1 DAHULU, LANTARAN AKUN SAYA TERBLOKIR ,DAN PENANGANAN PIHAK GOJEK / GOPAY PUN SANGAT LAMBAN , akan saya ubah BINTANG 5 DAN RESPON BAIK SAYA BERIKAN KALAU AKUN GOPAY SAYA SUDAH TIDAK TER BLOKIR dan bisa digunakan kembali . TERIMAKASIH",1
Setiap mau pesan makanan sering ga ada driver,2
"Lama, dari pagi nunggu pengiriman GK ada driver yang masuk,,",1
"Nyari driver sulit nya minta ampun,padahal sudah pakai argo prioritas",1
"Bad information, UI, and system. I can't open this app properly, hang",1
"Pa tolongggg dengannn sangayttt Hp ku Ada yangg nyuriiii driii bulannn laluuu Passes tauuu"" Ada pemberitahuannn di emailll harussss membayarrrr 1 just 500 padahallll sayahh tidaa pernahh make paylaterrrr Di karna kannnn akunnn sayhh gak bisaaa masukkkk Dan nomorrrr hp jugha Ada di hapeeee yang hilangggg Sanagaaattttt merugiiii kann Mohonnnn bantuaaannnnn nyahh park",1
Makanan lebih mahal dan biaya makin hari makin mahal,2
Tolong tambah fitur chat ke resto untuk bertanya memastikan pesanan. Dan permudah untuk memberi rating ke restonya sama mudahnya seperti memberi rating ke driver,4
"Mengecewakan, sering trouble",1
Sangat buruk...pesan go ride sampai ber jam jam gak ada 1 driver pun yg sudi datang...kami sewa klean...bayar kmi.. Kmi bukan orang yg suka ber buat sewenang wenang...tk mau bayar sewa...buruk pelayanan go jek nii...terutama di kabupaten Sragen...cam kan itu...,1
Menu gopinjam nya bener bawel bgt baru telat 2 hari udah ngomng macem2 Gimana telat sebulan coba ..gua make fitur itu tdnya mau coba2 eehh ternyata cair sengaja gua telatin bayarnya eh udh kek a*j**g nagihnya tolong dong buat bagian penagihan jgn kek gtu berisikk tau ... Jd MLS gua buat make2 lagi tar lunas mau gua UNINSTAL GOJEK.....,1
Maaf sblmnya sy kasih 5 bintang srg jd 3 bintang setelah sy update aplikasi gopay skrg gopaylater sy knp gak bs d buka... tar kl jatuh tempo bagaimn sy meliat pembayarannya...,4
Kenapa dompet atau saldo gopay saya di block tolong bantuannya,1
"Perlu di ketahui ongkos DRIVER 1-4 km kurang lebih 8.800 untuk Food untuk go ride dgn jarak segitu 8.000 klo mahal sisanya ya perusahaan yg ambil, untuk area Bali.",1
Ongkirnya mahal,1
Ko malah ngebug diperbahari sih,2
"Order go food, driver gak ambil pesananannya.kita kelamaan nunggu gak bisa batalin juga jadi nya ribet",1
"Maap banget nih ya, say kasih bintang 3, karena saya gak punya SMS, tolong bisa lah WA atau Email. Soalnya gk punya sms, jadi OTPnya Gak dapat2 😭😭",3
"Keren lu main nya blokiran,masa akun gua 2 di blokir",1
GIMANA SIH GOJEK!!! GUE MAU GOSEND TAPI KOK KELUAR TERUS PAS NGISI DATANYA!! PADAHAL JARINGAN LANCAR!!! ANEH👎🏻👎🏻👎🏻,1
Gojek tolong dong ini saya dari tadi buat pemesanan makannya ngga bisa terus kenapa si,1
"benerin lagi google maps nya, tujuan kemana nyampe nya dimana.",3
pesen gofood waktu tunggunya lama sekali 1-1.30 jam parah..,1
"Kurang puas, harus lebih diperbaiki dan di tingkatkan lagi",3
busuk,1
Terburuk. Mo buka aplikasi aja ga bisa.,1
"Saya mau upgrade gopay tapi KTP asli saya selalu gagal masuk , harap tolong diperbaiki saya sudah berapa kli berusaha upgrade gopay plus namun tidak bisa",2
"Munculin kalo druver nya dpt 2 orderan sih, terus transaksi paylater nya tingakatin lah jangn stuck gitu2 aja",2
saya mesen di aplikasi harga diskon tiba tiba harganya berubah jadi harga normal. ini namanya penipuan. Saya transaksi tiket awalnya cashback coin lalu ke refund ketika melakukan transaksi ke 2 cashback coin hilang,1
"Kenapa ngasih ongkirnya kecil banget ke driver,kasian tau bensin mahal ongkos gak gak seauai.kan kasian ongkos murah kecil tapi pengantaran jarak jauh.kasih kenaikan ongkos yg sebanding dengan pekerjaan mereka.cari alamat itu susah kasian mereka perjuangan mereka patut dihargai dan di kasih jempol.jangan semena mena.",3
"Surat terbuka kepada gojek.. kenapa ketika order gofood kalau pembayaran pakai paylatter diskonnya lebih besar.. sebagai orang yang gak suka ngutang atau paylatter dan sejenisnya kan jdi sedihh gak dapat diskonan, malah yg ngutang dapat diskon lebih besar 🙏🙃",1
"Kenapa setelah di update, aplikasi gojeknya sering bug ya? Saat order sering nge-crash, lalu sering ke close sendiri, dan orderan sering kena cancel juga, jadi gampang miskomunikasi jadinya sama driver karena aplikasinya sering force close sendiri Mohon perbaikannya T_T T_T",1
Sangat menjengkelkan ngabisin waktu setiap masuk Akun Susah banget ngirim kode ny mendingan Gk sah pakai gojek lagi,1
Nomor blm tersdaftar email sudah terdaftar. Ganti email baru masih gabisa masuk.,1
Kenapa bisa akun paylater saya mendadak di blokir...saya tidak pernah terlambat membayar tagihan paylater...sangat mengecewakan,1
Isi gopay 2x ngak masuk,1
Sering eror jdi telat kemana mana gabisa dicancel juga,1
"Sekarang sudah tidak bagus, soalnya untuk pembayaran malah ngelag, padahal saldo masih, aplikasi nggak oke",2
Aplikasi parah,1
Order gofood udah 1 jam. malah di batalin gara² gak dapet driver. Payah,1
Kenapa saya gabisa pesan gofood aneh banget ni aplikas,1
katanya dpet cashbak poin 11rb kok saya lhat gk adq,3
Ini kenapa selalu ga keluar fitur fiturnya ya? Dan sudah di uninstall dan di install kembali malah stack di masukan nomor telpon liter udah ada 30 menit ga respon gmana si GOJEK,1
"Akun saya sudah di pakai orang lain, padahal saya baru saja download dan mau login, ini kenapa dah",1
"Heran. masa iya pesan go ride kok lama banget, masa iya bener2 driver semua sibuk, org sering lihat banyak driver yg di pinggiran jalan pada ngumpul2. eh pas order, gaada yg mau mlah sibuk semua driver. aneh",1
Kenapadi gofood gak bisa pake cash???!!,1
Kok gofood terdekat di listing jg gk terdekat realya gmn algoritmanya berbasis rupiah ya akun berbayr jd terdekat gitu?,1
"Bagusan aplikasi yg lama min, fiture lebih simple",1
Buruk..pembyrn tidak sesuai aplikasi Driver bilang mintak uang parkir lah Driver bilang mintak uang pmbyrn sesuai nota jd harus nambah uang lg Pdhl kan uda bayar pake gopay ada diskon tp percuma gak berkalu. Kecewa asli,1
Kecewa banget pake gojek dan gopay tidak pernah dikasih limit paylaternya padahal transaksi sering banget..auto pindah ke grab pas klik langsung dapat paylater kenapa gojek miskin dan bermasalah sekarang sangat memalukan lebih baik tutup aplikasi aja kalo tidak bisa memberikan layanan kepada costumer grab always no 1 gojek kelaut ajalah,1
"driver gocar terlalu banyak alasan dan sesuka hati cancel, padahal ga macet.. seharus nya ada pinalty untuk cancel orderan",1
"Sekarang malah semakin parah, sdh dekat lho tiba2 di cancel. Sopir gojek kok gitu sekarang. Kok gak sopan gitu, sdh terburu2 e malah di cancel tanpa ada pemberitahuan dlu. Parah...",2
"topup gopay malah disuruh nunggu 2hari, emang kaga jelas, tolong dong solusinya gimana nih min qu, masih mending kalo sekali, ini udah kedua kalinya saya topup gamasuk masuk, masih mending kalo nunggu 2 hari saldonya masuk, lah kalo kaga",1
"""Driver di area ini lagi sepi. Cari resto baru"" begitu terus sampai gak jadi pesen.",2
"gojek knp skrng ginii bgtt yaa :( pdhl udaa dr lama pke apk inii ,sy mauu pesen mlah gada yg ngmbil pesanan sy trs pdhl di dket stuu bnyk gojek yg diem disna udaa di cancel bbrp kli coba lgii ttp sj tdk adaa yg ngmbil pdhl jg sy gapake voucher tp ttp aj tdk ad yg mengambil , lain kli lebih profesional ya utamakan penumpang ..",3
"Kalo mau belanja yang keluar jauh semua. Sangat membagongkan, gak rekomendasi banget. Trus yang dicari apa yang muncul apa. Najis",1
"Sekarang pesan gofood ada biaya jasa aplikasi Jadi mahal mau makan 😂😂, Saran saya Mending mahal di ongkir aja buat drivernya",2
"Tolong hilang kan biaya aplikasi nya... Ganti dengan biaya perawatan motor driver, karena lebih bermanfaat lagi... Jangan terlalu tamak gojek, potongan nya terlalu besar, sedangkan driver pendapatan nya sedikit... Mohon ganti biaya aplikasi dengan biaya biaya perawatan motor driver... Biar gojek lebih baik kedepan nya...",1
"Udah langganan di gojek gara"" promo bisa digabung tapi sekarang sudah gabisa,percuma punya promo",4
Ini gimna gopaylaternya diblokir tnpa kejelasan ditmbh ada perintah suruh aktifin limit minta tanda tangan privy id giliran sudah tetep ja limit ga bisa kepake tanda tangan kn sifatnya privasi klo diblokir harusnya jgn minta tnda tangan,1
Aplikasi makin ngaur.,1
"Kecewa, gak bisa transfer. Tiba tiba aplikasi nya stag gak jalan, mohon segera diperbaiki.",1
Promo nya tidak bisa di klik,1
Masa aku tf dari qris pake gambar bisa eror burik,1
"Tidak bisa log in via email, harus menggunakan no hp, no hp saya yg terdaftar sudah tidak aktif sehingga saya tidak bisa log in, tidak seperti grab bisa log in dua dua nya dari no hp dan email, jika no hp mati bisa log in dengan email",1
Aplikasi tidak bisa digunakan,1
"miris gocar purwakarta mnta cancel gara2 pembayaran pakai gopay, pengalaman saya td sore mau ke RS.radjak smua driver mnta cancel dan meng cancel pesanan saya, saya mau tanya ke gojek apa pungsi gopay kalo emang driver nya gk mau di bayar gopay, apa pbayaran lewat gopay merugikan driver, kalo gtu gojek gk usah ada di purwakarta klo kalian gk mau di bayar pakai gopay yg tertera di apk kalian, mudah2n gk terjadi pada kalian driver gocar ketika kalian urgent mau ke RS pada di tolak sama driver nya.",1
"Gofood sekarang lama sekali, payah",1
"Gimana sih gojek, masa saya tidak mendapatkan promo, trus minta bantuan tulisannya aktifitas yang tidak wajar, kalo gitu mending pake apk lain lebih murah dan banyak promo",1
nggak wort it banget,1
Bagus,5
"cs gojek slow respon, sudah buat laporan karena limit gopaylater tidak kembali padahal sudah melakukan pembayaran tagihan. 3 jam tidak ada respon dan tidak ada nomor call center yg dicantumkan",1
"Aplikasi parah bgt, trf ke qris usaha gagal tp saldo kepotong.",1
Kenapa tidak bisa update,3
"Tolong gojek, kemaren saya top up diamond mobile legend tidak masuk ke akun ML sy,. dengan harga sebesar Rp.153.900 sebanyak 500 diamond dan Rp.16.500 sebanyak 50 diamond,...eh malah eror uang sdh kepotong tapi diamond tidak masuk ke akun ML.., saya kecewa dgn gojek balikin uang saya...paraaah benerrr.....",1
"Migrasi Gopaylater sudah disetujui, tapi berhenti di proses verifikasi KTP dan jadi tidak bisa digunakan (hilang dari metode pembayaran). Padahal limit sudah aktif sejak tanggal 2, dan kalau untuk bisa upgrade harus bayar dulu tagihannya ya buat apa kemarin limit diaktifkan seperti biasa.",1
Iklan truss bangsadddd,1
Gatau kenapa kalau mau pesen gofood atau yang lain pasti tulisannya driver sibuk.,1
Gopay di blokir tanpa alasan yg jelas Admin juga tidak bisa jelaskan mengapa di blokir.,1
Akun sy ga bisa login dan uda top up,1
"Semakin kesini makin busuk pelayanan aplikasinya. Gopaylater sudah dibayar dan gak pernah galbay, lah ini malah gopaylater punyaku diblokir tanpa sebab.kalau tau gini gak bakal pakai aplikasi ini mengecewakan pelanggan....",1
"""something went wrong"". Something went wrong. Something went wrong. Ga bisa pesen makanan. Aplikasi sampah!",5
Jangan pakai gopaylater. dendanya 50.000 jika telat . Dan bunga nya juga gede. Ga kata dulu ya . Cuman dikenakan biaya admin saham kalo ini udah kaya pinjol.,3
Kok di go food GK bisa munculkan daftar menu makanan padahal aku udah mau makan tapi GK bisa munculkan daftar menu makanan aku langsung bingung gimana caranya biar bisa munculkan daftar menu makanan tapi GK bisa tolong dong di perbaiki,2
APK NYA MENARIK TAPI SAYA SERING KALI KE BLOK NOMOR SAYA AD 4 KALI TANPA SEBAB😢,1
Driver tidak ada yang stanby,1
"Ubah pin aja dapat SMS pemberitahuan berhasil. Waktu dipakai masih aja salah.. sekelas gojek lho ini, bukan apps kemarin sore",1
Kenapa aplikasi gojek saya tidak bisa masuk ke akun seperti biasa nya tolong masukan nya bagaimana cara menanggapi hal ini,1
PROMOSI SELALU TIDAK SESUAI DENGAN KBBI ! DASAR MELECEHKAN BAHASA NEGARA INDONESIA !,1
Kode promo asyik gk bisa masuk,3
tidak bisa dibuka. katanya gojek telah berhenti. padahal saya butuh sekali. tolong ya,1
Saat ini bintang 2 dulu app sering error,2
Susah sekarang...,1
Gagal trus upgrade,3
Duit saya seharusnya ada 20.000 kata teman saya sudah ditransfer dan rupanya saat saya check tidak ada saldonya tolong gojek/gopay nya merespon untuk masalah ini karena saya butuh uangnya bila memang teman saya yang belum mengirim tolong kasih pelajaran pada akun bernama Raizzan atau sesamanya Terimakasih atas perhatiannya,2
Aplikasi aneh tiba-tiba dari saldo gopay ke saldo tabungan di refund oleh pihak gopay dan saldo ga bisa di pakai,1
"Heh gojek kalo mau gaji karyawan jangan pake uang riba dong,masa saya tf ke akun temen 1.150.000 malah di blokir akun temen sayanya.. nelpon beberapa kali ke cs gaada bantuan atau kebijakan sama sekali,payah banget aplikasi nya mana gaada kantor nya_-",1
"Udah di update malah gak bisa masuk, kendala lemot padahal jaringan lancar itu gimana ya? Jadi loading terus gak bisa masuk sama sekali",1
"kebanyakan ojol banyak yg main hp saat berkendara, putar arah seenaknya, naik trotoar, dan nyalip seenaknya, kadang suka aneh pesen gojek yg datang pake jaket shoppe atau grab memang bisa seperti itu?, banyak jg yg putar arah lalu kecelakaan dan playing victim, boleh ga sih dipidanakan orang seperti itu? mohon penjelasannya admin yang TERHORMAT.",1
"udah engga tertarik sama aplikasi ini, apalagi gofood-nya, makin lama makin kurang bagus ni aplikasi",1
"sumpah lelet bgtt parahhhhh, masa ga dapet"" driver, orang udah mau mati kelaparan malahan kaga ada driver gmn si",1
Proses upgradenya melebihi 1x24 jam,2
Bolak-balik update terus,2
Mau milih go transit tapi selalu dialihkan ke go ride,1
"Gofood gojeknyq double order, nyampenya jadi lama makanan sudah dingin, agak kurang pinter yg desain aplikasinya",1
"Gps aneh, wajar aja driver susah nyari alamat, di arahinya ke gang yg sudah di tembok. Udah gitu kalo order lama banget dapet driver, padahal jelas2 di kelihatan ada driver lagi duduk. Pas di tanya ko ga ambil orderan saya? Dia jawab ga ada orderan masuk dari tadi.. apa orderan hanya untuk driver tertentu? Beda banget sekarang. Seperti bukan gojek yg dulu.",1
Terlalu banyak update data tambah besar abis kapasitas saja.,1
Apk kg jelas kg pernah aktifin gopay later tiba2 di blokir ora danta apk,1
"Mau upgrade aja susah nya minta ampun,,jdi gmn bisa transaksi kalo gini...?????",1
Nyari driver nya lama. Hampir 15 min nungguin tapi gk dapet2,2
"Pelayanan sangat buruk, jangan pernah pake go send untuk kirim barang, tidak bisa di percaya buat kirim barang, Barang belum di terima penerima sudah di sukses in, akhir nya barang dagangan saya ilang ngga jelas",1
"Sistemnya menyulitkan driver, dapet drivernya jauh terus",1
Lebih bagus n baik grab,1
Setelah di bayar gopaylater ga bisa di pake lagi gimna si,3
Jorokk,1
Tolong pihak gojek dengarkan saran kami via komentar di sini Kami berikan saran karena kami peduli agar gojek semakin baik kedepannya,3
kok makin lemot,1
"Untuk Go-Food, jujur jadi males semenjak ada platform fee. Tap information tulisannya 'inproving our services for you'. Padahal untuk harga-harga makanan di list sudah up dari harga restonya. Margin harga makanan masih kurang buat improve kah ?",3
